x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,y
-1064.1301043775022,517.8483997213991,-412.63939839091887,664.1429267129502,-50.124131226521726,128.744944883631,-17.864807377254955,-1088.0094848245733,-895.3380200759938,175.60387754815207,-1530.9194444472741
-163.89098405841418,430.32017668483996,-666.166092383025,104.44146422632441,-213.83493622403262,600.2648218013153,181.93345316867445,64.72924730982503,-346.5305227321191,146.0912941621558,-207.9447329168707
-623.1410432825512,76.0932278736874,11.327359625548848,-70.91211663383444,-701.7924649775682,228.01719580676465,284.4376767227306,-345.6570596988443,-82.17619577330473,114.75218146135151,-575.0094495587398
-164.36263718684845,-21.333382088299526,74.19462438648,327.9313683039025,54.779824169908196,-284.08386296502965,775.6335359992065,-102.19863495461652,-399.6086351095357,783.6710231033893,832.0066065946646
-462.9947312974347,57.19724890486509,148.49128914452703,442.5896594689149,-319.4162645774008,432.560811593181,274.0268949108202,656.1326962032483,-370.4781589527992,-79.3955050054263,821.350225703405
885.297109960504,67.83063083045566,-398.1868823177324,589.621359047036,170.1980210735498,193.137883759196,1618.5041564184419,655.7709277295061,492.013996312708,-105.02110143889254,2275.048606831416
70.96204856673782,-660.9250055014479,614.2033600939566,612.1456251583159,313.3129002650166,437.3447569179728,756.2503485794481,127.56462723813539,184.94481074496554,-318.81205256550965,1408.4312769269245
94.84792587300201,727.3107240184187,1073.6254001081936,48.66529123042425,-11.78716745382879,-389.0328921983741,21.472098565032343,72.39499571148527,-93.50611817971743,-627.606077878404,848.2031759909261
-566.7656159520053,-896.3705403652249,99.45348069353514,160.5598761547544,409.75963641631716,-92.52986104357205,-84.02811866635692,227.68343906922357,-752.8798403049996,1278.4381341253231,349.8095503829942
-384.1490342763366,631.7182740681728,-8.586847221076948,-191.8082403899578,794.0730694777495,82.96373923499429,251.31620396977632,516.7056419188362,292.5609472139586,587.5626785697815,1006.7617594970515
-314.9317867968018,-805.5852593526268,-221.03463568502832,-171.38246616401446,246.66158139129686,-224.18417941205934,310.08029576818586,-234.72005328992276,-298.7686352307414,-582.5061082329896,-1451.9211727377276
-873.7976938658713,-41.59050403106294,82.2684107736606,692.8088698141314,-485.46079373643096,-491.41539838068917,317.81473607522526,317.79562541794695,173.51156858239165,-393.39793226455623,-27.924447651105286
405.5459192365626,643.9514294152809,12.902201412472122,-179.83419693459743,834.6664132283234,420.56430789245087,-324.47908202025604,-257.6275439121247,-382.5893194075231,353.95742037450856,374.1494713710134
-99.88453137521299,-855.6534265036878,-803.9187522968975,739.4146661649195,6.411356677370155,282.6542310247002,-93.3812662200549,41.004636517201035,77.0824984805105,455.0199716491554,-118.2269056772712
236.08433603465753,-450.0424797253087,-93.60313267469208,155.49722659218702,375.8936978207182,935.4947156327166,865.0707766403569,-1063.0016546923835,-423.9301390823822,0.5104377026476719,-214.72591650933052
795.1617414427285,-499.99500948529953,-24.10414982439637,-82.90219304644343,47.12696125492395,95.9949834294685,-390.5549085726747,-488.5765590755673,82.36186430219418,-564.3323290106,-651.3229951504619
-427.6121977984417,-188.56406305672022,473.22148978446245,-556.4465512492677,331.9844253576958,353.3143232632032,-19.571819369973333,-647.0481397224363,-756.6264263193254,-43.21403440369918,-1032.7197973215814
-43.7052920398921,68.79397372539458,272.0398510618491,971.1334789845528,62.56499595214079,47.480716948675386,204.35341506270862,352.46887738873374,-12.79672165312831,-700.1814627284506,950.2794537810499
-72.27453546247011,-762.2809283071804,536.8246781316906,107.03552862620167,-258.4409596891758,331.2523348367422,-223.3072187386796,731.1565229761268,354.6177590774816,-652.0107971490778,549.8554452252085
